periodo;sexo;provincia;nivel_geografico;ubicacion;causa_mortalidad;tasa_mortalidad;esperanza_vida
2012;Hombres;Castellón;DEPARTAMENTO;Castelló;Cancer;344.05;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cancer;377.51;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;Cancer;376.14;19.0
2012;Hombres;Alicante;DEPARTAMENTO;Dénia;Cancer;342.73;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Elda;Cancer;301.46;18.1
2012;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;Cancer;380.32;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cancer;341.8;17.9
2012;Hombres;Valencia;DEPARTAMENTO;Gandia;Cancer;358.29;17.9
2012;Hombres;Castellón;DEPARTAMENTO;La Plana;Cancer;334.81;18.4
2012;Hombres;Valencia;DEPARTAMENTO;Manises;Cancer;380.14;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;Cancer;333.7;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Orihuela;Cancer;322.58;18.3
2012;Hombres;Valencia;DEPARTAMENTO;Requena;Cancer;275.57;19.7
2012;Hombres;Valencia;DEPARTAMENTO;Ribera;Cancer;385.0;17.3
2012;Hombres;Valencia;DEPARTAMENTO;Sagunt;Cancer;394.82;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cancer;349.32;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Torrevieja;Cancer;272.81;20.6
2012;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cancer;349.2;18.5
2012;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;Cancer;359.92;18.4
2012;Hombres;Castellón;DEPARTAMENTO;Vinaròs;Cancer;375.34;18.6
2012;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cancer;365.19;17.8
2012;Hombres;Alicante;PROVINCIA;Alicante;Cancer;292.32;19.6
2012;Hombres;Castellón;PROVINCIA;Castellón;Cancer;342.31;18.6
2012;Hombres;Valencia;PROVINCIA;Valencia;Cancer;369.87;18.1
2012;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cancer;156.3;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cancer;154.22;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Alcoi;Cancer;165.01;22.1
2012;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cancer;192.84;20.9
2012;Mujeres;Castellón;DEPARTAMENTO;Castelló;Cancer;148.2;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cancer;151.86;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;Cancer;182.79;23.9
2012;Mujeres;Alicante;DEPARTAMENTO;Dénia;Cancer;176.41;22.1
2012;Mujeres;Alicante;DEPARTAMENTO;Elda;Cancer;184.49;21.4
2012;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;Cancer;160.16;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cancer;166.82;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Gandia;Cancer;171.41;21.8
2012;Mujeres;Castellón;DEPARTAMENTO;La Plana;Cancer;130.4;22.4
2012;Mujeres;Valencia;DEPARTAMENTO;Manises;Cancer;156.65;21.5
2012;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;Cancer;172.78;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Orihuela;Cancer;142.6;23.2
2012;Mujeres;Valencia;DEPARTAMENTO;Requena;Cancer;166.84;21.8
2012;Mujeres;Valencia;DEPARTAMENTO;Ribera;Cancer;160.91;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Sagunt;Cancer;141.9;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cancer;149.04;22.7
2012;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;Cancer;134.58;24.0
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cancer;161.5;22.3
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;Cancer;169.5;22.8
2012;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;Cancer;117.9;22.9
2012;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cancer;173.53;20.8
2012;Mujeres;Alicante;PROVINCIA;Alicante;Cancer;147.05;23.0
2012;Mujeres;Castellón;PROVINCIA;Castellón;Cancer;135.28;22.8
2012;Mujeres;Valencia;PROVINCIA;Valencia;Cancer;168.26;22.0
2012;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cardio;90.5;20.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;Cardio;113.82;20.4
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alcoi;Cardio;104.08;19.9
2012;Ambos sexos;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cardio;98.4;19.6
2012;Ambos sexos;Castellón;DEPARTAMENTO;Castelló;Cardio;86.35;21.0
2012;Ambos sexos;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cardio;81.31;21.1
2012;Ambos sexos;Valencia;DEPARTAMENTO;Doctor Peset;Cardio;76.78;21.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Dénia;Cardio;113.81;20.4
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elda;Cardio;93.04;19.9
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elx Hospital General;Cardio;80.2;20.8
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elx-Crevillent;Cardio;104.84;19.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Gandia;Cardio;90.32;19.9
2012;Ambos sexos;Castellón;DEPARTAMENTO;La Plana;Cardio;91.97;20.5
2012;Ambos sexos;Valencia;DEPARTAMENTO;Manises;Cardio;90.36;19.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Marina Baixa;Cardio;133.82;20.2
2012;Ambos sexos;Alicante;DEPARTAMENTO;Orihuela;Cardio;89.27;20.7
2012;Ambos sexos;Valencia;DEPARTAMENTO;Requena;Cardio;81.33;20.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;Cardio;94.98;19.6
2012;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;Cardio;80.18;20.3
2012;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cardio;94.28;20.8
2012;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;Cardio;108.54;22.2
2012;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;Cardio;76.45;20.6
2012;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;Cardio;88.58;20.8
2012;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;Cardio;91.7;20.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cardio;89.77;19.4
2012;Ambos sexos;Alicante;PROVINCIA;Alicante;Cardio;95.35;21.4
2012;Ambos sexos;Castellón;PROVINCIA;Castellón;Cardio;87.78;20.8
2012;Ambos sexos;Valencia;PROVINCIA;Valencia;Cardio;87.35;20.2
2012;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cardio;131.25;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cardio;168.69;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Alcoi;Cardio;142.33;17.5
2012;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cardio;130.64;18.2
2012;Hombres;Castellón;DEPARTAMENTO;Castelló;Cardio;145.39;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cardio;130.08;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;Cardio;116.85;19.0
2012;Hombres;Alicante;DEPARTAMENTO;Dénia;Cardio;165.86;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Elda;Cardio;141.42;18.1
2012;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;Cardio;115.64;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cardio;170.41;17.9
2012;Hombres;Valencia;DEPARTAMENTO;Gandia;Cardio;122.95;17.9
2012;Hombres;Castellón;DEPARTAMENTO;La Plana;Cardio;140.87;18.4
2012;Hombres;Valencia;DEPARTAMENTO;Manises;Cardio;131.45;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;Cardio;191.58;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Orihuela;Cardio;138.44;18.3
2012;Hombres;Valencia;DEPARTAMENTO;Requena;Cardio;102.81;19.7
2012;Hombres;Valencia;DEPARTAMENTO;Ribera;Cardio;150.05;17.3
2012;Hombres;Valencia;DEPARTAMENTO;Sagunt;Cardio;109.62;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cardio;128.04;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Torrevieja;Cardio;154.28;20.6
2012;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cardio;111.76;18.5
2012;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;Cardio;126.33;18.4
2012;Hombres;Castellón;DEPARTAMENTO;Vinaròs;Cardio;120.07;18.6
2012;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cardio;127.78;17.8
2012;Hombres;Alicante;PROVINCIA;Alicante;Cardio;134.3;19.6
2012;Hombres;Castellón;PROVINCIA;Castellón;Cardio;136.33;18.6
2012;Hombres;Valencia;PROVINCIA;Valencia;Cardio;127.19;18.1
2012;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cardio;59.42;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cardio;74.93;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Alcoi;Cardio;73.6;22.1
2012;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cardio;73.39;20.9
2012;Mujeres;Castellón;DEPARTAMENTO;Castelló;Cardio;43.36;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cardio;49.06;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;Cardio;50.09;23.9
2012;Mujeres;Alicante;DEPARTAMENTO;Dénia;Cardio;69.31;22.1
2012;Mujeres;Alicante;DEPARTAMENTO;Elda;Cardio;57.82;21.4
2012;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;Cardio;53.29;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cardio;56.55;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Gandia;Cardio;65.52;21.8
2012;Mujeres;Castellón;DEPARTAMENTO;La Plana;Cardio;56.16;22.4
2012;Mujeres;Valencia;DEPARTAMENTO;Manises;Cardio;59.72;21.5
2012;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;Cardio;89.79;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Orihuela;Cardio;48.14;23.2
2012;Mujeres;Valencia;DEPARTAMENTO;Requena;Cardio;60.62;21.8
2012;Mujeres;Valencia;DEPARTAMENTO;Ribera;Cardio;53.42;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Sagunt;Cardio;57.85;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cardio;68.41;22.7
2012;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;Cardio;66.2;24.0
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cardio;51.57;22.3
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;Cardio;64.17;22.8
2012;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;Cardio;66.34;22.9
2012;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cardio;59.79;20.8
2012;Mujeres;Alicante;PROVINCIA;Alicante;Cardio;63.09;23.0
2012;Mujeres;Castellón;PROVINCIA;Castellón;Cardio;51.25;22.8
2012;Mujeres;Valencia;PROVINCIA;Valencia;Cardio;58.79;22.0
2012;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cerebro;66.74;20.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;Cerebro;57.29;20.4
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alcoi;Cerebro;73.36;19.9
2012;Ambos sexos;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cerebro;73.28;19.6
2012;Ambos sexos;Castellón;DEPARTAMENTO;Castelló;Cerebro;67.69;21.0
2012;Ambos sexos;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cerebro;56.52;21.1
2012;Ambos sexos;Valencia;DEPARTAMENTO;Doctor Peset;Cerebro;55.31;21.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Dénia;Cerebro;75.98;20.4
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elda;Cerebro;108.44;19.9
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elx Hospital General;Cerebro;65.69;20.8
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elx-Crevillent;Cerebro;75.3;19.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Gandia;Cerebro;61.32;19.9
2012;Ambos sexos;Castellón;DEPARTAMENTO;La Plana;Cerebro;68.58;20.5
2012;Ambos sexos;Valencia;DEPARTAMENTO;Manises;Cerebro;72.86;19.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Marina Baixa;Cerebro;61.59;20.2
2012;Ambos sexos;Alicante;DEPARTAMENTO;Orihuela;Cerebro;95.79;20.7
2012;Ambos sexos;Valencia;DEPARTAMENTO;Requena;Cerebro;77.82;20.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;Cerebro;88.94;19.6
2012;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;Cerebro;58.07;20.3
2012;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cerebro;60.67;20.8
2012;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;Cerebro;59.94;22.2
2012;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;Cerebro;57.62;20.6
2012;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;Cerebro;59.09;20.8
2012;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;Cerebro;58.63;20.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cerebro;78.37;19.4
2012;Ambos sexos;Alicante;PROVINCIA;Alicante;Cerebro;66.55;21.4
2012;Ambos sexos;Castellón;PROVINCIA;Castellón;Cerebro;66.51;20.8
2012;Ambos sexos;Valencia;PROVINCIA;Valencia;Cerebro;66.74;20.2
2012;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cerebro;74.63;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cerebro;66.52;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Alcoi;Cerebro;76.73;17.5
2012;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cerebro;69.71;18.2
2012;Hombres;Castellón;DEPARTAMENTO;Castelló;Cerebro;74.26;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cerebro;54.89;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;Cerebro;69.9;19.0
2012;Hombres;Alicante;DEPARTAMENTO;Dénia;Cerebro;80.83;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Elda;Cerebro;133.04;18.1
2012;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;Cerebro;70.23;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cerebro;75.9;17.9
2012;Hombres;Valencia;DEPARTAMENTO;Gandia;Cerebro;79.07;17.9
2012;Hombres;Castellón;DEPARTAMENTO;La Plana;Cerebro;70.84;18.4
2012;Hombres;Valencia;DEPARTAMENTO;Manises;Cerebro;85.35;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;Cerebro;79.7;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Orihuela;Cerebro;109.01;18.3
2012;Hombres;Valencia;DEPARTAMENTO;Requena;Cerebro;106.33;19.7
2012;Hombres;Valencia;DEPARTAMENTO;Ribera;Cerebro;119.3;17.3
2012;Hombres;Valencia;DEPARTAMENTO;Sagunt;Cerebro;79.8;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cerebro;65.04;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Torrevieja;Cerebro;63.77;20.6
2012;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cerebro;67.15;18.5
2012;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;Cerebro;64.97;18.4
2012;Hombres;Castellón;DEPARTAMENTO;Vinaròs;Cerebro;58.46;18.6
2012;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cerebro;76.17;17.8
2012;Hombres;Alicante;PROVINCIA;Alicante;Cerebro;71.79;19.6
2012;Hombres;Castellón;PROVINCIA;Castellón;Cerebro;70.98;18.6
2012;Hombres;Valencia;PROVINCIA;Valencia;Cerebro;77.71;18.1
2012;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Cerebro;60.29;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;Cerebro;52.25;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Alcoi;Cerebro;68.66;22.1
2012;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;Cerebro;73.08;20.9
2012;Mujeres;Castellón;DEPARTAMENTO;Castelló;Cerebro;61.99;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;Cerebro;56.66;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;Cerebro;46.4;23.9
2012;Mujeres;Alicante;DEPARTAMENTO;Dénia;Cerebro;70.1;22.1
2012;Mujeres;Alicante;DEPARTAMENTO;Elda;Cerebro;92.14;21.4
2012;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;Cerebro;61.45;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;Cerebro;72.65;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Gandia;Cerebro;50.52;21.8
2012;Mujeres;Castellón;DEPARTAMENTO;La Plana;Cerebro;65.25;22.4
2012;Mujeres;Valencia;DEPARTAMENTO;Manises;Cerebro;63.77;21.5
2012;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;Cerebro;48.13;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Orihuela;Cerebro;81.99;23.2
2012;Mujeres;Valencia;DEPARTAMENTO;Requena;Cerebro;53.23;21.8
2012;Mujeres;Valencia;DEPARTAMENTO;Ribera;Cerebro;66.53;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Sagunt;Cerebro;42.65;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;Cerebro;55.77;22.7
2012;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;Cerebro;54.65;24.0
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;Cerebro;52.41;22.3
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;Cerebro;54.71;22.8
2012;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;Cerebro;58.48;22.9
2012;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;Cerebro;80.01;20.8
2012;Mujeres;Alicante;PROVINCIA;Alicante;Cerebro;61.24;23.0
2012;Mujeres;Castellón;PROVINCIA;Castellón;Cerebro;62.11;22.8
2012;Mujeres;Valencia;PROVINCIA;Valencia;Cerebro;59.21;22.0
2012;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;General;901.1;20.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;General;914.27;20.4
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alcoi;General;980.74;19.9
2012;Ambos sexos;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;General;998.64;19.6
2012;Ambos sexos;Castellón;DEPARTAMENTO;Castelló;General;871.6;21.0
2012;Ambos sexos;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;General;870.99;21.1
2012;Ambos sexos;Valencia;DEPARTAMENTO;Doctor Peset;General;820.27;21.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Dénia;General;953.8;20.4
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elda;General;979.55;19.9
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elx Hospital General;General;882.67;20.8
2012;Ambos sexos;Alicante;DEPARTAMENTO;Elx-Crevillent;General;1000.92;19.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Gandia;General;979.78;19.9
2012;Ambos sexos;Castellón;DEPARTAMENTO;La Plana;General;913.07;20.5
2012;Ambos sexos;Valencia;DEPARTAMENTO;Manises;General;1009.99;19.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Marina Baixa;General;938.77;20.2
2012;Ambos sexos;Alicante;DEPARTAMENTO;Orihuela;General;907.69;20.7
2012;Ambos sexos;Valencia;DEPARTAMENTO;Requena;General;899.74;20.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Ribera;General;1038.59;19.6
2012;Ambos sexos;Valencia;DEPARTAMENTO;Sagunt;General;944.57;20.3
2012;Ambos sexos;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;General;878.07;20.8
2012;Ambos sexos;Alicante;DEPARTAMENTO;Torrevieja;General;797.74;22.2
2012;Ambos sexos;Valencia;DEPARTAMENTO;Valencia Hospital General;General;916.67;20.6
2012;Ambos sexos;Valencia;DEPARTAMENTO;Valencia La Fe;General;873.61;20.8
2012;Ambos sexos;Castellón;DEPARTAMENTO;Vinaròs;General;889.6;20.8
2012;Ambos sexos;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;General;1029.41;19.4
2012;Ambos sexos;Alicante;PROVINCIA;Alicante;General;839.18;21.4
2012;Ambos sexos;Castellón;PROVINCIA;Castellón;General;889.69;20.8
2012;Ambos sexos;Valencia;PROVINCIA;Valencia;General;951.63;20.2
2012;Hombres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;General;1131.16;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Alacant Hospital General;General;1218.86;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Alcoi;General;1264.59;17.5
2012;Hombres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;General;1186.76;18.2
2012;Hombres;Castellón;DEPARTAMENTO;Castelló;General;1144.17;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;General;1141.81;18.7
2012;Hombres;Valencia;DEPARTAMENTO;Doctor Peset;General;1094.71;19.0
2012;Hombres;Alicante;DEPARTAMENTO;Dénia;General;1162.46;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Elda;General;1204.71;18.1
2012;Hombres;Alicante;DEPARTAMENTO;Elx Hospital General;General;1163.07;18.7
2012;Hombres;Alicante;DEPARTAMENTO;Elx-Crevillent;General;1246.56;17.9
2012;Hombres;Valencia;DEPARTAMENTO;Gandia;General;1253.41;17.9
2012;Hombres;Castellón;DEPARTAMENTO;La Plana;General;1163.34;18.4
2012;Hombres;Valencia;DEPARTAMENTO;Manises;General;1275.07;17.8
2012;Hombres;Alicante;DEPARTAMENTO;Marina Baixa;General;1199.31;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Orihuela;General;1193.18;18.3
2012;Hombres;Valencia;DEPARTAMENTO;Requena;General;1026.43;19.7
2012;Hombres;Valencia;DEPARTAMENTO;Ribera;General;1343.95;17.3
2012;Hombres;Valencia;DEPARTAMENTO;Sagunt;General;1230.37;18.0
2012;Hombres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;General;1127.81;18.5
2012;Hombres;Alicante;DEPARTAMENTO;Torrevieja;General;973.51;20.6
2012;Hombres;Valencia;DEPARTAMENTO;Valencia Hospital General;General;1167.61;18.5
2012;Hombres;Valencia;DEPARTAMENTO;Valencia La Fe;General;1155.92;18.4
2012;Hombres;Castellón;DEPARTAMENTO;Vinaròs;General;1170.69;18.6
2012;Hombres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;General;1257.48;17.8
2012;Hombres;Alicante;PROVINCIA;Alicante;General;1024.58;19.6
2012;Hombres;Castellón;PROVINCIA;Castellón;General;1151.58;18.6
2012;Hombres;Valencia;PROVINCIA;Valencia;General;1217.06;18.1
2012;Mujeres;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;General;719.33;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Alacant Hospital General;General;695.43;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Alcoi;General;762.49;22.1
2012;Mujeres;Valencia;DEPARTAMENTO;Arnau de Vilanova-Llíria;General;842.74;20.9
2012;Mujeres;Castellón;DEPARTAMENTO;Castelló;General;665.45;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Clínic-Malvarrosa;General;673.14;23.1
2012;Mujeres;Valencia;DEPARTAMENTO;Doctor Peset;General;632.83;23.9
2012;Mujeres;Alicante;DEPARTAMENTO;Dénia;General;772.58;22.1
2012;Mujeres;Alicante;DEPARTAMENTO;Elda;General;805.14;21.4
2012;Mujeres;Alicante;DEPARTAMENTO;Elx Hospital General;General;675.35;22.8
2012;Mujeres;Alicante;DEPARTAMENTO;Elx-Crevillent;General;799.62;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Gandia;General;771.02;21.8
2012;Mujeres;Castellón;DEPARTAMENTO;La Plana;General;715.88;22.4
2012;Mujeres;Valencia;DEPARTAMENTO;Manises;General;804.58;21.5
2012;Mujeres;Alicante;DEPARTAMENTO;Marina Baixa;General;719.29;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Orihuela;General;673.58;23.2
2012;Mujeres;Valencia;DEPARTAMENTO;Requena;General;781.38;21.8
2012;Mujeres;Valencia;DEPARTAMENTO;Ribera;General;796.46;21.6
2012;Mujeres;Valencia;DEPARTAMENTO;Sagunt;General;717.58;22.4
2012;Mujeres;Alicante;DEPARTAMENTO;Sant Joan d'Alacant;General;692.3;22.7
2012;Mujeres;Alicante;DEPARTAMENTO;Torrevieja;General;631.65;24.0
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia Hospital General;General;747.26;22.3
2012;Mujeres;Valencia;DEPARTAMENTO;Valencia La Fe;General;681.88;22.8
2012;Mujeres;Castellón;DEPARTAMENTO;Vinaròs;General;659.58;22.9
2012;Mujeres;Valencia;DEPARTAMENTO;Xàtiva-Ontinyent;General;849.16;20.8
2012;Mujeres;Alicante;PROVINCIA;Alicante;General;679.16;23.0
2012;Mujeres;Castellón;PROVINCIA;Castellón;General;685.44;22.8
2012;Mujeres;Valencia;PROVINCIA;Valencia;General;756.35;22.0
2012;Ambos sexos;Comunitat Valenciana;COMUNIDAD AUTÓNOMA;Comunitat Valenciana;Suicidio;7.76;20.7
2012;Ambos sexos;Alicante;DEPARTAMENTO;Alacant Hospital General;Suicidio;9.51;20.4
